,taxpayer_id,first_name,last_name,birth_date,ssn,filing_status,address,city,state,zip_code,email,phone_number,employer_name,employer_address,job_title,employment_start_date,employment_end_date,tax_return_id,tax_year,filing_date,return_type,income_source,income_frequency,taxable_amount,deduction_category,deduction_description,credit_description,credit_eligibility,payment_date,payment_method,refund_date,refund_reason,amount_owed_due_date,amount_owed_reason,property_type,property_value,mortgage_interest_paid,taxpayer_occupation,previous_year_income,state_tax_refund,local_tax_refund,estimated_tax_payments_made,tax_liability
795,796,Debbie,Robertson,1990-11-01,035-71-6661,Qualifying Widow(er) with Dependent Child,05945 Lisa Islands Suite 356,West Christopher,GU,12584,smithandrew@example.org,9218429605,"Smith, Dawson and Patel","89083 Nichols Park Apt. 972
South Donald, TN 46262",Oceanographer,2022-06-20,2023-08-23,796,1992,2024-03-01,Joint,Investment Income,Monthly,12854,Moving Expenses,Usually major guess often stand.,Culture teach these tax teach culture.,Not Eligible,2024-05-25,Gift Card,2024-03-01,Incorrect Filing,2024-07-18,Late Payment,Home,674030,15373,Health service manager,40303,9524,5872,1156,39403
796,797,Marcus,Martinez,1960-05-11,287-34-9353,Head of Household,5568 Bobby Place Suite 347,Nashhaven,TN,02105,grahammolly@example.net,+1-906-498-3669x0655,"Lyons, Howell and Bruce","52207 Williamson Ferry
Yorkfurt, DC 03000",Chief of Staff,2024-05-09,,797,1971,2024-03-18,Corporation,Grants,Yearly,22866,Health,Ahead throughout administration health.,Serious all difficult according.,Not Eligible,2024-01-02,Wire Transfer,2024-07-01,Error,2024-07-23,Amended Return,Multi-family,805321,55940,Commercial horticulturist,61542,2900,9870,1314,54504
797,798,Alan,Lopez,1964-01-05,564-56-2294,Married Filing Separately,35686 Shirley Dam,Lawsonport,VA,78351,justinkelley@example.org,633-485-3360x121,Aguilar-Nguyen,"917 Houston Plain
Jennaland, AK 91393",Homeopath,2021-03-12,2020-09-20,798,2011,2024-02-03,Estate,Pensions,Monthly,83516,Retirement Contributions,How any long lot. Floor entire play wall clearly.,Issue young that clearly bill.,Not Eligible,2024-03-08,Google Pay,2024-07-03,Duplicate Payment,2024-04-05,Additional Tax Liability,Vacation,398465,96784,Barista,71586,1070,6018,6955,52657
798,799,Hannah,Jordan,1999-03-17,087-47-4612,Married Filing Separately,574 Mario Ford Apt. 072,Port Melanie,AK,91572,rodriguezamanda@example.org,417-616-1332x4825,"Lee, Russell and Arellano","6341 Morris Extensions Apt. 784
Alexisside, LA 44195",Careers adviser,2020-08-25,,799,1982,2024-01-05,Resident Alien,Investment Income,Yearly,75365,Health,Large despite center and.,Seat since we eye upon about.,Eligible,2024-01-05,Wire Transfer,2024-02-01,Duplicate Payment,2024-01-24,Interest,Multi-family,899756,56133,Fisheries officer,24581,9908,9916,5602,61504
799,800,Brandi,Garcia,1954-08-09,484-09-4575,Married Filing Separately,0379 Phillips Radial Apt. 249,Stevenmouth,NE,45247,qfranklin@example.org,810-565-6075x87034,"Powell, Freeman and Silva","85606 Harris Streets
Lake Matthew, DE 17501",Barrister's clerk,2020-05-06,,800,1972,2024-07-21,Married Filing Separately,Unemployment Benefits,Monthly,96674,Home Office,Heart author doctor fight until would process.,Them enough image character life.,Eligible,2024-03-26,Electronic Funds Transfer (EFT),2024-03-19,Error,2024-04-13,Amended Return,Rental,152430,25665,"Designer, television/film set",13064,1396,3295,189,2941
800,801,John,Irwin,1974-06-17,216-62-1045,Married Filing Jointly,870 Connor Points Suite 429,Angiefurt,SD,06257,paul97@example.org,001-765-374-3550,Palmer Inc,"8432 Moore Burgs Suite 190
Juanside, ID 57433","Conservation officer, historic buildings",2023-03-08,,801,2021,2024-06-21,Qualifying Widow(er) with Dependent Child,Rent from Personal Property,Yearly,52170,Education,Final walk make nor what role truth.,Compare million blood just hotel.,Eligible,2024-07-10,Google Pay,2024-02-26,Duplicate Payment,2024-02-27,Late Payment,Commercial,125866,21701,Environmental manager,60993,6732,5099,2462,94166
801,802,Kathryn,Thomas,1952-07-31,412-57-7902,Single,3331 Nicole Walk Suite 614,Albertview,RI,84923,huntnicole@example.org,442.710.1553x36824,Bell Group,"61290 Perez Freeway Suite 120
West Samantha, TN 29846","Psychologist, counselling",2024-05-25,,802,1979,2024-03-16,Corporation,Salary,Monthly,74166,Education,Identify visit or land.,Mean agreement material particular speak manager.,Eligible,2024-02-05,Apple Pay,2024-02-08,Error,2024-03-12,Error in Return,Home,6903,55459,Armed forces logistics/support/administrative officer,88744,955,4834,5443,22908
802,803,Aaron,Salazar,1951-01-17,287-12-0672,Married Filing Separately,1545 Macdonald Burg Apt. 954,Leetown,VT,01946,craigjesse@example.net,(529)702-6892x3147,Davis Group,"9928 Brown Run Suite 765
Port Wendymouth, IN 50464",Interpreter,2021-03-10,,803,2001,2024-06-11,Joint,Business,Yearly,99297,Charitable Contributions,Church market serious president less live how.,Stay compare child address physical from turn.,Eligible,2024-01-01,Electronic Funds Transfer (EFT),2024-06-19,Incorrect Filing,2024-03-28,Other,Investment,534568,51738,Housing manager/officer,82031,6722,884,4086,59178
803,804,Charles,Gutierrez,2005-02-22,654-62-0090,Qualifying Widow(er) with Dependent Child,38551 Michael Forges,Port Michaelview,MD,75343,mckinneymartin@example.com,631-606-0408x348,"Johnson, Flynn and Anderson","659 Mark Haven Apt. 295
Carterstad, SD 39564","Surveyor, minerals",2023-05-14,2024-01-18,804,1998,2024-06-30,Head of Household,Consulting Fees,Monthly,7070,Mortgage,Dark floor town yourself sit.,Certainly lawyer politics process view.,Not Eligible,2024-04-05,Direct Deposit,2024-03-14,Adjustment,2024-01-19,Late Filing,Agricultural,614597,18356,Oncologist,58575,1616,8056,4484,88113
804,805,Christopher,Smith,1969-07-23,771-10-2902,Married Filing Jointly,2425 Aguilar Track Suite 211,South Michaelmouth,NH,02062,traceyramirez@example.net,(521)346-7936,Davenport-Clark,"8977 Christina Forge
New Adamport, AZ 04173",Human resources officer,2021-11-25,,805,1972,2024-02-13,Partnership,Unemployment Benefits,Yearly,39293,Retirement Contributions,Nor and blood thus arrive try feeling guess.,Blood much sort test after.,Not Eligible,2024-08-04,PayPal,2024-06-05,Refundable Credit,2024-05-04,Late Payment,Rental,471622,95698,Public librarian,62003,7813,2275,9964,6282
805,806,Natalie,Pollard,1965-09-03,338-16-7228,Married Filing Jointly,86189 Sarah Fort Apt. 362,Robertsontown,VA,19347,wnguyen@example.org,274-589-7346x1255,Roberts PLC,"2441 Robbins Lane
Williamborough, NE 62054",Legal secretary,2021-02-01,,806,1983,2024-02-08,Partial Year Resident,Licensing Fees,Yearly,91234,Other,Fact owner beyond move it whether.,Analysis control major finish office.,Eligible,2024-01-13,Check,2024-01-27,Adjustment,2024-04-11,Late Payment,Multi-family,441647,83016,Armed forces operational officer,77526,5675,2113,2909,42490
806,807,Brian,Martin,1986-04-19,699-64-2209,Head of Household,09201 Williams Park,Haydenmouth,NE,05555,nicholsjonathan@example.net,+1-576-666-4226x483,Perez-Taylor,"2933 Smith Harbors
Lake Ryan, TX 73384",Equality and diversity officer,2022-08-30,,807,2017,2024-05-17,Final Return,Rent from Personal Property,Monthly,43622,Mortgage,Find next picture week letter.,Compare generation community since live.,Eligible,2024-02-24,Apple Pay,2024-05-17,Incorrect Filing,2024-05-21,Interest,Multi-family,589437,23717,Clinical biochemist,41866,7055,942,4184,62532
807,808,Joseph,Gay,1947-11-16,628-92-7491,Married Filing Jointly,12569 James Road Apt. 909,Kevinburgh,FL,74158,roachchristopher@example.net,7526786624,Russell Group,"Unit 4421 Box 0765
DPO AE 18523",Dancer,2022-08-17,2023-08-25,808,2018,2024-07-06,Resident Alien,Prize Winnings,Monthly,68200,State Taxes Paid,Kid spring care success.,Everyone own guess man part way method.,Not Eligible,2024-04-01,Check,2024-05-10,Error,2024-07-03,Penalty,Rental,898008,65681,"Engineer, aeronautical",45171,7349,21,7432,23367
808,809,Dustin,Griffin,1958-04-24,383-47-9282,Married Filing Jointly,0780 Joseph Mission Apt. 296,Lake Theresa,MI,00564,wreid@example.com,436-445-0835x9240,Page-Holland,"030 William Court
Port Jeanchester, DC 32844",Horticultural consultant,2021-06-09,2022-02-15,809,2007,2024-01-18,Partnership,Prize Winnings,Monthly,60479,Moving Expenses,Star worker think leader his.,Director bed increase south before we.,Not Eligible,2024-04-29,Bank Transfer,2024-02-20,Duplicate Payment,2024-06-15,Late Filing,Agricultural,883686,84828,Chiropractor,77958,581,9040,8064,34045
809,810,Steven,Cooke,1968-10-15,451-63-1971,Head of Household,2598 Zhang Greens,North Anthonystad,MD,43278,heather03@example.net,5593942435,Wolf-Yates,"6130 Jones Landing
West Angela, WI 28014","Runner, broadcasting/film/video",2023-11-26,,810,1999,2024-05-23,Non-Resident Alien,Salary,Monthly,83736,Education,Respond computer us air here.,Sit south open hold direction.,Eligible,2024-03-27,Wire Transfer,2024-05-21,Payment Error,2024-06-11,Error in Return,Rental,107938,42486,"Engineer, technical sales",2274,9030,654,3276,34432
810,811,Anna,Cantu,2004-08-23,108-04-7853,Single,3589 Heather Lake,Bradfordview,UT,53362,phillipsanthony@example.org,(411)552-5129x7445,Curtis PLC,"7498 White Causeway
Andrewchester, ME 00798",Product designer,2020-10-14,2023-05-22,811,1985,2024-02-13,Non-Resident Alien,Unemployment Benefits,Monthly,38305,Local Taxes Paid,Policy company summer oil market.,Participant a total money them hour commercial.,Not Eligible,2024-03-10,Electronic Funds Transfer (EFT),2024-07-20,Adjustment,2024-07-05,Late Filing,Multi-family,523347,87516,Barista,71570,1724,8570,3243,17358
811,812,Joseph,Thomas,1946-03-31,245-36-2686,Single,96541 Joshua Valleys,East Gloria,NJ,51704,koneill@example.org,+1-848-708-2691,Walker PLC,"8231 White Ford
Garciafort, ID 14035","Therapist, horticultural",2020-02-24,,812,2001,2024-05-22,Business,Annuities,Yearly,49541,Investment Expenses,Effort of bad low upon building.,History for expect see bring many leg.,Eligible,2024-06-27,Cash,2024-07-22,Adjustment,2024-05-14,Underpayment,Home,677538,99822,Records manager,66017,9061,7759,4665,81127
812,813,Dana,Wheeler,1995-09-14,618-08-1934,Head of Household,73517 Brianna Viaduct Suite 192,West Carlborough,ME,14504,baldwinconnie@example.com,001-878-246-3600x86096,"Osborne, Smith and Hunt","072 Tiffany Brook
New Shannon, IA 76144",Visual merchandiser,2021-09-18,,813,2015,2024-04-25,Married Filing Separately,Consulting Fees,Monthly,8976,Charitable Contributions,Operation executive where yard industry turn big.,Western race relationship much.,Not Eligible,2024-07-11,Credit Card,2024-02-08,Adjustment,2024-07-20,Late Filing,Agricultural,54850,24746,Insurance risk surveyor,63368,9123,5715,8090,9618
813,814,Denise,Collins,1992-07-19,428-80-4915,Married Filing Jointly,8256 Owen Key Suite 629,Port Melanie,AR,40681,huffscott@example.com,(452)762-1911x56519,"Hudson, Price and Owens","97391 Wright Rapid
Jacobstown, PW 09079",Broadcast presenter,2021-05-04,2024-08-02,814,2010,2024-03-21,Corporation,Annuities,Yearly,76715,Charitable Contributions,Trade when company event computer guess.,Listen would price.,Not Eligible,2024-02-01,Wire Transfer,2024-03-18,Miscellaneous,2024-06-10,Penalty,Home,673795,54281,Prison officer,29199,1104,8015,2125,5820
814,815,Maria,Farmer,1953-05-07,670-79-6734,Head of Household,6415 Jones Expressway Apt. 966,Robertchester,CT,71568,steven05@example.org,001-467-269-7235,Freeman-Spence,"445 Cindy Parkways
Chadshire, AK 70837",Furniture designer,2024-02-15,2020-06-06,815,1978,2024-04-13,Corporation,Inheritance,Monthly,25657,Retirement Contributions,Role kind office sell prepare military.,Think follow address movement much happy star.,Eligible,2024-01-21,Check,2024-07-18,Incorrect Filing,2024-03-04,Amended Return,Industrial,311718,7136,Photographer,73536,8459,1994,4964,13923
815,816,Eric,Munoz,1954-09-05,715-86-6723,Married Filing Separately,72534 Timothy Inlet Apt. 569,Jacobsonland,AS,66898,vtaylor@example.org,(267)682-2698x62246,Ortiz-Mayo,"41783 Jenny Gardens
Conradhaven, AK 14432",Theatre stage manager,2022-03-20,2023-02-02,816,2023,2024-03-08,Final Return,Salary,Yearly,44273,Health,Nor official through.,Development something subject such.,Not Eligible,2024-02-12,Wire Transfer,2024-03-14,Incorrect Filing,2024-05-12,Underpayment,Land,105239,87432,"Programmer, applications",76916,5383,1703,1439,16870
816,817,Meghan,Hoffman,1984-03-13,511-05-6468,Married Filing Separately,300 Kenneth Dale Suite 517,Paulton,TN,40768,sharon37@example.net,(935)960-7706,Richard-Thornton,"263 Miller Freeway
Port Alan, TX 82425",Location manager,2021-12-18,,817,2000,2024-06-15,Amended,Rent from Personal Property,Monthly,22709,Business Expenses,Husband he significant area hundred establish.,Lot anything leg street drop.,Eligible,2024-04-15,Apple Pay,2024-01-30,Miscellaneous,2024-06-14,Penalty,Vacation,33923,70378,"Surveyor, rural practice",47188,1999,4335,9308,81851
817,818,Kaylee,Harrison,2004-04-07,476-59-4378,Head of Household,72273 Roberson Plaza,West Angela,WY,56751,linda99@example.com,+1-569-427-1261,"Wells, Clayton and Warner","22915 Nicole Circle Suite 548
South Darlenestad, MD 05205",Science writer,2020-02-24,2023-02-19,818,2013,2024-07-15,Partial Year Resident,Rental,Yearly,59841,Investment Expenses,Front reduce attorney hospital history.,Thousand great dinner. Yet man operation.,Eligible,2024-04-01,Money Order,2024-04-07,Penalty Adjustment,2024-04-07,Late Filing,Land,223123,3046,"Engineer, communications",33708,1814,8581,8506,59323
818,819,Rebecca,Murray,1985-04-20,377-59-6051,Married Filing Separately,03565 Walker Ports Apt. 347,Port Darrell,MD,62387,susanmcdaniel@example.org,001-607-387-8988x922,"Thornton, Alvarez and Oneal","Unit 8442 Box 2008
DPO AE 22846",Energy engineer,2020-02-11,2022-11-12,819,1990,2024-07-02,Corporation,Grants,Yearly,66231,Mortgage,Consider above wide draw road somebody.,Foreign skin along attorney attorney reality.,Eligible,2024-07-29,Electronic Funds Transfer (EFT),2024-05-07,Refundable Credit,2024-04-04,Additional Tax Liability,Home,512663,37695,"Engineer, land",61070,6616,7732,2495,5978
819,820,Stephanie,Ramirez,1979-02-16,089-68-9609,Head of Household,68292 Kenneth Flat Suite 169,Dianeville,VA,22782,bbaker@example.com,729-633-2539x5725,"Wheeler, Harvey and Harris","091 King Throughway
Martinezfort, ND 46630",Mudlogger,2023-09-29,2021-05-13,820,1979,2024-03-03,Qualifying Widow(er) with Dependent Child,Social Security,Monthly,50986,Business Expenses,Charge some ok trip Mrs his.,Simple very move each.,Eligible,2024-07-07,Cash,2024-04-03,Duplicate Payment,2024-03-15,Additional Tax Liability,Multi-family,607151,45119,Transport planner,47728,8708,8004,7774,43679
820,821,Matthew,James,1949-03-25,514-32-4815,Qualifying Widow(er) with Dependent Child,1239 Aguirre Canyon,New Brucefurt,FM,14330,richard80@example.com,+1-297-935-9923,"Rodriguez, Thompson and Rodriguez","366 Wood Mills
Port Oscar, MA 82466",Community arts worker,2021-10-10,,821,1984,2024-03-10,Final Return,Annuities,Yearly,78113,Education,Dinner food language often eat western public.,Perhaps along commercial southern.,Eligible,2024-02-13,Digital Wallet,2024-07-11,Duplicate Payment,2024-07-19,Amended Return,Agricultural,361597,67462,Catering manager,47170,4148,951,6551,32507
821,822,Sharon,Martin,1981-04-22,047-67-7616,Married Filing Separately,484 Hamilton View Apt. 219,South Johnnyside,WA,44388,cameronfrancisco@example.net,001-292-335-9413x75153,Brown-Thompson,"2183 Harrison Extension
New Valerieville, MN 61518",Clothing/textile technologist,2020-05-06,2023-07-29,822,1976,2024-07-22,Joint,Freelance Income,Monthly,80283,Retirement Contributions,Executive she wish resource war.,Another none share mother reach why contain.,Eligible,2024-01-29,Credit Card,2024-06-22,Incorrect Filing,2024-05-16,Penalty,Vacation,935207,10543,Music therapist,34280,211,5828,5715,22995
822,823,Ashley,Farrell,1981-02-28,480-14-1498,Single,5873 Kimberly Stravenue,Rodriguezville,MI,69210,xtucker@example.org,(685)417-4964,"Stokes, Ross and Vazquez","36139 Brandon Vista
Lake Jose, VI 78247",Animator,2020-06-12,2021-02-01,823,1981,2024-02-02,Final Return,Grants,Monthly,21189,Other,Truth discussion sit bar.,Near but at lay board mind.,Eligible,2024-01-24,PayPal,2024-03-15,Overpayment,2024-02-10,Additional Tax Liability,Rental,290038,24685,Neurosurgeon,25957,9133,9376,1529,16006
823,824,Mindy,Martin,1961-04-02,480-83-0329,Married Filing Jointly,35985 Gordon Lakes Apt. 176,Terriville,VA,42487,garzalarry@example.net,(679)550-1770x5530,Harris-Mercado,"856 Yang Manors Suite 722
South Dawn, MS 91007",Transport planner,2021-07-06,,824,1991,2024-05-16,Head of Household,Other,Yearly,88588,Education,Management view family minute drop.,Because Mrs politics exist break school indeed.,Not Eligible,2024-06-28,Apple Pay,2024-01-05,Incorrect Filing,2024-06-23,Other,Commercial,28261,41090,Chartered public finance accountant,30223,6821,1353,7197,49586
824,825,Austin,Lucas,1950-05-16,768-16-9676,Married Filing Jointly,2416 Harrington Manors,South Rachaelton,OK,71248,pamela97@example.com,+1-500-441-5289x26378,Reeves Ltd,"39948 Anderson Grove
North Christina, NC 99380","Development worker, community",2021-05-20,2020-08-01,825,1973,2024-04-15,Amended,Scholarships,Monthly,1493,Investment Expenses,Meet employee firm whether.,Mother military leader modern defense class eye.,Eligible,2024-07-26,Money Order,2024-05-11,Refundable Credit,2024-07-14,Penalty,Investment,595009,91047,"Biochemist, clinical",70163,2973,1308,5528,13082
825,826,Kevin,Duffy,1961-04-29,017-16-3742,Married Filing Jointly,13959 Rachel Square Suite 661,Melissaborough,ME,05295,erinwagner@example.com,836.574.3560x62457,Harmon-Howard,"8508 Bond Shores Apt. 373
Port Richardbury, KY 08601",Associate Professor,2020-07-13,,826,1982,2024-03-09,Business,Licensing Fees,Monthly,40685,Home Office,Section market national less yet officer.,Office house offer be.,Not Eligible,2024-01-31,Google Pay,2024-04-04,Account Correction,2024-04-14,Late Filing,Rental,788662,78071,Claims inspector/assessor,7750,9399,7018,8045,83299
826,827,Peggy,Brown,1965-01-27,726-71-8939,Head of Household,95500 Kaufman Fork Suite 717,Bruceshire,FL,04739,wilsonroberta@example.org,377-850-9362x3280,"Sanders, Hayden and West","2514 Wilkerson Plains
Kyleton, WI 05138",Osteopath,2023-07-19,,827,1988,2024-01-21,Individual,Inheritance,Yearly,28317,Education,Help go truth stage economic growth.,Year message teach. Face investment laugh join.,Not Eligible,2024-01-05,Credit Card,2024-01-30,Penalty Adjustment,2024-04-12,Late Payment,Investment,657728,46356,"Clinical scientist, histocompatibility and immunogenetics",10376,1214,7180,4526,79903
